time,gFx,gFy,gFz,TgF
9.152671,0.0455,-1.0021,0.0323,1.004
9.153892,0.0484,-1.0021,0.0343,1.004
9.158025,0.0498,-1.0021,0.0378,1.004
9.158521,0.0513,-1.0016,0.0402,1.004
9.162074,0.0513,-1.0021,0.0397,1.004
9.163452,0.0527,-1.0026,0.0392,1.005
9.166292,0.0542,-1.0026,0.0417,1.005
9.169140,0.0557,-1.0021,0.0417,1.004
9.170469,0.0552,-1.0026,0.0397,1.005
9.173820,0.0566,-1.0046,0.0412,1.007
9.175578,0.0557,-1.0046,0.0392,1.007
9.179367,0.0566,-1.0060,0.0383,1.008
9.180597,0.0552,-1.0055,0.0402,1.008
9.183499,0.0537,-1.0065,0.0397,1.009
9.187086,0.0527,-1.0060,0.0412,1.008
9.187473,0.0532,-1.0045,0.0441,1.007
9.190890,0.0513,-1.0021,0.0436,1.004
9.193021,0.0523,-1.0026,0.0436,1.005
9.194749,0.0541,-1.0016,0.0436,1.004
9.198514,0.0551,-1.0011,0.0422,1.003
9.199402,0.0552,-1.0001,0.0402,1.002
9.202792,0.0566,-1.0016,0.0417,1.004
9.204860,0.0571,-1.0001,0.0407,1.003
9.207666,0.0581,-1.0006,0.0422,1.003
9.209292,0.0590,-1.0006,0.0446,1.003
9.211279,0.0585,-1.0006,0.0446,1.003
9.214716,0.0576,-1.0020,0.0446,1.005
9.215938,0.0566,-1.0001,0.0461,1.003
9.218927,0.0556,-1.0000,0.0485,1.003
9.222051,0.0541,-0.9996,0.0500,1.002
9.223556,0.0512,-0.9991,0.0480,1.002
9.232460,0.0512,-1.0001,0.0446,1.002
9.233177,0.0493,-1.0011,0.0426,1.003
9.233432,0.0493,-1.0021,0.0412,1.004
9.233644,0.0483,-1.0006,0.0407,1.003
9.236649,0.0440,-1.0011,0.0382,1.003
9.237705,0.0416,-0.9997,0.0377,1.001
9.240787,0.0386,-0.9967,0.0391,0.998
9.243105,0.0357,-0.9953,0.0396,0.997
9.244731,0.0338,-0.9948,0.0396,0.996
9.248586,0.0342,-0.9948,0.0410,0.996
9.249315,0.0328,-0.9963,0.0415,0.998
9.252867,0.0347,-0.9972,0.0401,0.999
9.254118,0.0362,-0.9972,0.0391,0.999
9.258335,0.0391,-0.9972,0.0401,0.999
9.258764,0.0435,-0.9981,0.0416,1.000
9.262111,0.0459,-0.9981,0.0387,1.000
9.263724,0.0498,-0.9977,0.0382,1.000
9.266773,0.0527,-0.9967,0.0397,0.999
9.268403,0.0551,-0.9967,0.0422,0.999
9.271753,0.0566,-0.9962,0.0412,0.999
9.273208,0.0590,-0.9977,0.0412,1.000
9.275902,0.0576,-0.9977,0.0373,1.000
9.278003,0.0571,-0.9967,0.0343,0.999
9.281697,0.0562,-0.9953,0.0324,0.997
9.282735,0.0552,-0.9953,0.0338,0.997
9.285891,0.0552,-0.9948,0.0372,0.997
9.287386,0.0566,-0.9962,0.0383,0.999
9.291043,0.0576,-0.9972,0.0427,1.000
9.292968,0.0590,-0.9972,0.0451,1.000
9.294653,0.0615,-0.9957,0.0451,0.999
9.297982,0.0610,-0.9996,0.0466,1.002
9.300679,0.0605,-1.0000,0.0471,1.003
9.302024,0.0605,-1.0015,0.0485,1.005
9.305196,0.0595,-1.0005,0.0476,1.003
9.308117,0.0605,-1.0010,0.0485,1.004
9.309564,0.0595,-0.9996,0.0490,1.003
9.311158,0.0585,-0.9991,0.0471,1.002
9.315806,0.0576,-0.9986,0.0471,1.001
9.316236,0.0551,-0.9996,0.0466,1.002
9.319938,0.0532,-1.0001,0.0446,1.003
9.321028,0.0497,-0.9996,0.0446,1.002
9.324554,0.0469,-0.9977,0.0450,1.000
9.333072,0.0415,-0.9957,0.0435,0.998
9.333637,0.0391,-0.9947,0.0469,0.997
9.333803,0.0371,-0.9947,0.0489,0.997
9.333930,0.0361,-0.9947,0.0503,0.997
9.336636,0.0361,-0.9933,0.0513,0.995
9.337568,0.0366,-0.9942,0.0503,0.996
9.341506,0.0381,-0.9947,0.0465,0.997
9.342140,0.0381,-0.9938,0.0421,0.995
9.346649,0.0386,-0.9923,0.0421,0.994
9.347247,0.0405,-0.9933,0.0406,0.995
9.350114,0.0430,-0.9919,0.0396,0.994
9.353304,0.0469,-0.9919,0.0382,0.994
9.354155,0.0474,-0.9919,0.0352,0.994
9.357583,0.0474,-0.9899,0.0352,0.992
9.359632,0.0474,-0.9904,0.0332,0.992
9.363047,0.0464,-0.9919,0.0327,0.993
9.364030,0.0445,-0.9899,0.0327,0.991
9.366858,0.0421,-0.9895,0.0322,0.991
9.368622,0.0406,-0.9870,0.0312,0.988
9.371690,0.0391,-0.9880,0.0283,0.989
9.374661,0.0377,-0.9885,0.0263,0.990
9.375603,0.0377,-0.9880,0.0244,0.989
9.379003,0.0396,-0.9866,0.0258,0.988
9.380294,0.0416,-0.9885,0.0278,0.990
9.383625,0.0435,-0.9885,0.0313,0.990
9.386801,0.0474,-0.9914,0.0337,0.993
9.387255,0.0508,-0.9928,0.0397,0.995
9.391092,0.0532,-0.9942,0.0421,0.997
9.393021,0.0556,-0.9952,0.0455,0.998
9.396643,0.0566,-0.9981,0.0451,1.001
9.396994,0.0590,-0.9996,0.0480,1.002
9.399994,0.0604,-1.0005,0.0495,1.004
9.403240,0.0604,-1.0000,0.0524,1.003
9.403911,0.0614,-0.9996,0.0534,1.003
9.407380,0.0624,-1.0005,0.0568,1.004
9.409762,0.0609,-1.0010,0.0593,1.005
9.412939,0.0590,-1.0019,0.0607,1.006
9.413572,0.0555,-1.0014,0.0593,1.005
9.416852,0.0536,-0.9996,0.0568,1.003
9.418371,0.0498,-1.0006,0.0426,1.003
9.422159,0.0445,-1.0011,0.0363,1.003
9.430138,0.0410,-0.9981,0.0460,1.000
9.430699,0.0381,-0.9986,0.0504,1.001
9.430858,0.0410,-1.0005,0.0548,1.003
9.431075,0.0492,-1.0005,0.0577,1.003
9.435184,0.0531,-0.9991,0.0568,1.002
9.435710,0.0492,-0.9996,0.0602,1.003
9.438531,0.0443,-0.9995,0.0635,1.002
9.441028,0.0389,-1.0010,0.0660,1.004
9.442303,0.0366,-1.0025,0.0621,1.005
9.445810,0.0400,-1.0040,0.0587,1.007
9.447144,0.0400,-1.0025,0.0543,1.005
9.450179,0.0396,-1.0015,0.0513,1.004
9.452972,0.0391,-1.0010,0.0508,1.003
9.456141,0.0381,-1.0001,0.0508,1.002
9.457984,0.0400,-0.9962,0.0523,0.998
9.459513,0.0405,-0.9942,0.0528,0.996
9.462494,0.0424,-0.9938,0.0513,0.996
9.463591,0.0419,-0.9928,0.0528,0.995
9.466549,0.0434,-0.9933,0.0484,0.995
9.468586,0.0430,-0.9952,0.0469,0.997
9.471989,0.0444,-0.9957,0.0425,0.998
9.473876,0.0449,-0.9948,0.0372,0.996
9.476721,0.0455,-0.9943,0.0328,0.996
9.477927,0.0455,-0.9923,0.0327,0.994
9.481505,0.0465,-0.9914,0.0317,0.993
9.484116,0.0469,-0.9880,0.0293,0.990
9.485301,0.0474,-0.9905,0.0288,0.992
9.488643,0.0469,-0.9900,0.0269,0.991
9.491158,0.0455,-0.9900,0.0259,0.991
9.492567,0.0455,-0.9895,0.0225,0.991
9.497091,0.0469,-0.9875,0.0215,0.989
9.497466,0.0460,-0.9885,0.0225,0.990
9.500277,0.0484,-0.9890,0.0220,0.990
9.503450,0.0484,-0.9885,0.0220,0.990
9.504530,0.0484,-0.9909,0.0225,0.992
9.507518,0.0504,-0.9909,0.0235,0.993
9.508898,0.0508,-0.9934,0.0274,0.995
9.513131,0.0527,-0.9933,0.0298,0.995
9.514192,0.0513,-0.9953,0.0347,0.997
9.516945,0.0527,-0.9967,0.0382,0.999
9.520631,0.0541,-1.0001,0.0441,1.003
9.521679,0.0551,-1.0015,0.0485,1.004
9.531946,0.0532,-1.0010,0.0519,1.004
9.532556,0.0497,-1.0040,0.0544,1.007
9.532740,0.0463,-1.0050,0.0568,1.008
9.532953,0.0444,-1.0059,0.0607,1.009
9.533146,0.0429,-1.0074,0.0641,1.010
9.536118,0.0433,-1.0074,0.0670,1.011
9.537534,0.0409,-1.0074,0.0660,1.010
9.540576,0.0414,-1.0079,0.0670,1.011
9.542686,0.0409,-1.0059,0.0656,1.009
9.546554,0.0405,-1.0059,0.0641,1.009
9.546871,0.0405,-1.0064,0.0612,1.009
9.550251,0.0380,-1.0025,0.0596,1.005
9.553494,0.0352,-1.0040,0.0552,1.006
9.554236,0.0352,-1.0040,0.0518,1.006
9.557379,0.0342,-1.0021,0.0513,1.004
9.559337,0.0347,-0.9986,0.0494,1.000
9.562736,0.0347,-0.9972,0.0479,0.999
9.564946,0.0381,-0.9972,0.0450,0.999
9.566144,0.0386,-0.9967,0.0455,0.998
9.569808,0.0386,-0.9972,0.0425,0.999
9.570837,0.0420,-0.9972,0.0435,0.999
9.574196,0.0439,-0.9972,0.0421,0.999
9.577682,0.0435,-0.9963,0.0406,0.998
9.578030,0.0464,-0.9957,0.0407,0.998
9.582255,0.0479,-0.9967,0.0416,0.999
9.582726,0.0503,-0.9952,0.0407,0.997
9.585391,0.0493,-0.9957,0.0397,0.998
9.588551,0.0498,-0.9972,0.0387,0.999
9.590687,0.0508,-0.9948,0.0392,0.997
9.595014,0.0508,-0.9958,0.0382,0.998
9.595336,0.0513,-0.9977,0.0377,1.000
9.598219,0.0488,-0.9953,0.0352,0.997
9.600201,0.0488,-0.9967,0.0347,0.999
9.602590,0.0469,-0.9958,0.0367,0.998
9.604414,0.0464,-0.9948,0.0387,0.997
9.607583,0.0469,-0.9943,0.0392,0.996
9.609622,0.0459,-0.9938,0.0391,0.996
9.613029,0.0469,-0.9943,0.0387,0.996
9.615780,0.0459,-0.9938,0.0352,0.995
9.616141,0.0488,-0.9963,0.0347,0.998
9.619856,0.0494,-0.9977,0.0303,0.999
9.620792,0.0484,-0.9987,0.0313,1.000
9.632018,0.0488,-0.9982,0.0342,1.000
9.632814,0.0469,-0.9982,0.0352,1.000
9.633118,0.0464,-0.9986,0.0392,1.000
9.633314,0.0444,-0.9981,0.0446,1.000
9.633497,0.0434,-0.9972,0.0484,0.999
9.635433,0.0434,-0.9981,0.0523,1.000
9.638847,0.0449,-0.9996,0.0534,1.002
9.640456,0.0429,-0.9981,0.0567,1.001
9.644081,0.0443,-0.9986,0.0596,1.001
9.644776,0.0463,-1.0000,0.0587,1.003
9.648345,0.0492,-1.0000,0.0573,1.003
9.649925,0.0502,-0.9996,0.0553,1.002
9.653185,0.0502,-0.9996,0.0568,1.002
9.654396,0.0516,-0.9986,0.0548,1.001
9.657841,0.0541,-0.9971,0.0543,1.000
9.660304,0.0551,-0.9961,0.0509,0.999
9.661640,0.0551,-0.9938,0.0485,0.996
9.665511,0.0541,-0.9938,0.0485,0.996
9.666256,0.0541,-0.9933,0.0465,0.996
9.670598,0.0541,-0.9913,0.0446,0.994
9.671067,0.0527,-0.9894,0.0441,0.992
9.674752,0.0532,-0.9908,0.0455,0.993
9.675645,0.0502,-0.9898,0.0455,0.992
9.679392,0.0512,-0.9889,0.0421,0.991
9.680495,0.0483,-0.9909,0.0435,0.993
9.684030,0.0479,-0.9894,0.0406,0.991
9.685361,0.0488,-0.9894,0.0396,0.991
9.689206,0.0498,-0.9884,0.0396,0.990
9.691159,0.0503,-0.9880,0.0382,0.990
9.692883,0.0503,-0.9875,0.0372,0.989
9.695926,0.0513,-0.9865,0.0377,0.989
9.697178,0.0523,-0.9870,0.0362,0.989
9.700535,0.0527,-0.9860,0.0347,0.988
9.702079,0.0527,-0.9866,0.0327,0.989
9.705346,0.0547,-0.9851,0.0308,0.987
9.707505,0.0552,-0.9856,0.0284,0.988
9.709025,0.0571,-0.9851,0.0255,0.987
9.712613,0.0591,-0.9851,0.0245,0.987
9.713830,0.0601,-0.9875,0.0225,0.990
9.717007,0.0620,-0.9846,0.0225,0.987
9.720309,0.0645,-0.9841,0.0206,0.986
9.720916,0.0654,-0.9861,0.0211,0.988
9.731529,0.0674,-0.9831,0.0206,0.986
9.732157,0.0689,-0.9856,0.0201,0.988
9.732388,0.0689,-0.9866,0.0216,0.989
9.732569,0.0693,-0.9880,0.0221,0.991
9.734031,0.0684,-0.9885,0.0236,0.991
9.735414,0.0698,-0.9914,0.0251,0.994
9.738626,0.0693,-0.9929,0.0231,0.996
9.740332,0.0679,-0.9948,0.0231,0.997
9.743681,0.0664,-0.9939,0.0226,0.996
9.744948,0.0621,-0.9934,0.0236,0.996
9.748510,0.0499,-0.9949,0.0230,0.996
9.750002,0.0572,-0.9934,0.0216,0.995
9.753562,0.0611,-0.9944,0.0211,0.996
9.754599,0.0596,-0.9953,0.0270,0.997
9.757333,0.0576,-0.9953,0.0319,0.997
9.761134,0.0552,-0.9967,0.0358,0.999
9.761814,0.0513,-0.9982,0.0363,1.000
9.765775,0.0494,-1.0011,0.0343,1.003
9.766159,0.0455,-1.0016,0.0363,1.003
9.769296,0.0406,-1.0026,0.0387,1.004
9.772087,0.0372,-1.0011,0.0416,1.003
9.774194,0.0342,-1.0011,0.0430,1.003
9.775677,0.0332,-1.0026,0.0469,1.004
9.779912,0.0317,-1.0036,0.0484,1.005
9.780345,0.0313,-1.0036,0.0504,1.005
9.783715,0.0288,-1.0050,0.0557,1.007
9.785185,0.0293,-1.0069,0.0513,1.009
9.788418,0.0283,-1.0050,0.0523,1.007
9.790289,0.0283,-1.0065,0.0582,1.009
9.794609,0.0307,-1.0074,0.0631,1.010
9.794941,0.0346,-1.0103,0.0656,1.013
9.797208,0.0385,-1.0098,0.0685,1.013
9.800644,0.0419,-1.0112,0.0685,1.014
9.803841,0.0472,-1.0103,0.0666,1.014
9.804151,0.0492,-1.0108,0.0661,1.014
9.814612,0.0512,-1.0103,0.0642,1.014
9.815220,0.0536,-1.0079,0.0622,1.011
9.815396,0.0536,-1.0069,0.0578,1.010
9.815548,0.0551,-1.0045,0.0563,1.008
9.816442,0.0546,-1.0045,0.0490,1.007
9.819102,0.0551,-1.0036,0.0441,1.006
9.821920,0.0566,-1.0021,0.0392,1.004
9.823900,0.0571,-1.0001,0.0353,1.002
9.827822,0.0562,-0.9987,0.0324,1.001
9.828858,0.0562,-0.9967,0.0294,0.999
9.831849,0.0552,-0.9958,0.0289,0.998
9.832899,0.0538,-0.9948,0.0279,0.997
9.836116,0.0538,-0.9948,0.0279,0.997
9.838516,0.0548,-0.9943,0.0289,0.996
9.840477,0.0538,-0.9972,0.0294,0.999
9.842569,0.0527,-0.9963,0.0323,0.998
9.846153,0.0527,-0.9967,0.0342,0.999
9.848300,0.0523,-1.0006,0.0353,1.003
9.850916,0.0518,-1.0011,0.0353,1.003
9.852200,0.0493,-1.0011,0.0377,1.003
9.856049,0.0479,-1.0021,0.0392,1.004
9.858120,0.0483,-1.0026,0.0402,1.005
9.859556,0.0488,-1.0036,0.0446,1.006
9.863295,0.0469,-1.0040,0.0485,1.006
9.863870,0.0454,-1.0020,0.0538,1.004
9.867115,0.0444,-1.0040,0.0543,1.006
9.870378,0.0434,-1.0045,0.0548,1.007
9.870842,0.0414,-1.0055,0.0582,1.008
9.874576,0.0424,-1.0030,0.0582,1.006
9.876475,0.0410,-1.0045,0.0587,1.007
9.880523,0.0405,-1.0065,0.0592,1.009
9.880848,0.0414,-1.0059,0.0617,1.009
9.883817,0.0429,-1.0059,0.0612,1.009
9.885545,0.0429,-1.0059,0.0597,1.009
9.889332,0.0414,-1.0040,0.0592,1.007
9.891375,0.0410,-1.0025,0.0582,1.005
9.892667,0.0434,-1.0015,0.0582,1.004
9.897247,0.0444,-1.0005,0.0568,1.003
9.897670,0.0468,-1.0000,0.0543,1.003
9.901114,0.0473,-1.0010,0.0519,1.003
9.902135,0.0473,-0.9996,0.0509,1.002
9.905744,0.0473,-0.9972,0.0480,0.999
9.907772,0.0469,-0.9967,0.0431,0.999
9.909579,0.0474,-0.9957,0.0426,0.998
9.912970,0.0449,-0.9952,0.0421,0.997
9.913916,0.0439,-0.9938,0.0401,0.996
9.917092,0.0439,-0.9933,0.0382,0.995
9.918941,0.0444,-0.9928,0.0372,0.995
9.922298,0.0440,-0.9943,0.0347,0.996
9.930399,0.0454,-0.9928,0.0347,0.994
9.930992,0.0450,-0.9933,0.0337,0.995
9.931191,0.0455,-0.9953,0.0338,0.997
9.931335,0.0479,-0.9953,0.0342,0.997
9.933923,0.0503,-0.9938,0.0347,0.996
9.935540,0.0527,-0.9958,0.0352,0.998
9.938566,0.0537,-0.9963,0.0352,0.998
9.940550,0.0547,-0.9967,0.0373,0.999
9.944321,0.0542,-0.9977,0.0397,1.000
9.944992,0.0581,-0.9972,0.0402,1.000
9.948606,0.0581,-0.9962,0.0407,0.999
9.949616,0.0585,-0.9977,0.0432,1.000
9.953098,0.0624,-0.9991,0.0422,1.002
9.954543,0.0659,-0.9996,0.0393,1.003
9.957185,0.0688,-0.9981,0.0374,1.001
9.959190,0.0703,-0.9991,0.0353,1.002
9.963495,0.0732,-0.9981,0.0330,1.001
9.963888,0.0737,-0.9977,0.0305,1.001
9.967042,0.0742,-0.9977,0.0261,1.001
9.968850,0.0757,-0.9977,0.0256,1.001
9.971502,0.0747,-0.9972,0.0247,1.000
9.973786,0.0747,-0.9987,0.0232,1.002
9.977360,0.0732,-0.9963,0.0227,0.999
9.978198,0.0728,-0.9939,0.0207,0.997
9.981585,0.0723,-0.9953,0.0187,0.998
9.984168,0.0713,-0.9939,0.0187,0.997
9.986067,0.0703,-0.9939,0.0187,0.997
9.987523,0.0714,-0.9934,0.0178,0.996
9.990783,0.0713,-0.9953,0.0217,0.998
9.994159,0.0723,-0.9953,0.0212,0.998
9.994830,0.0723,-0.9953,0.0256,0.998
9.998127,0.0707,-0.9981,0.0314,1.001
10.000737,0.0707,-0.9991,0.0344,1.002
10.002715,0.0683,-0.9986,0.0388,1.002
10.004190,0.0703,-0.9986,0.0418,1.002
10.013100,0.0722,-0.9996,0.0427,1.003
10.013715,0.0712,-1.0010,0.0422,1.004
10.013916,0.0697,-1.0010,0.0476,1.005
10.014080,0.0638,-1.0020,0.0515,1.005
10.017233,0.0604,-1.0025,0.0544,1.006
10.018968,0.0551,-1.0035,0.0534,1.006
10.021870,0.0531,-1.0059,0.0563,1.009
10.024445,0.0507,-1.0055,0.0563,1.008
10.027802,0.0468,-1.0059,0.0592,1.009
10.028247,0.0424,-1.0050,0.0582,1.008
10.031363,0.0400,-1.0050,0.0607,1.008
10.034623,0.0283,-1.0045,0.0625,1.007
10.035234,0.0264,-1.0035,0.0581,1.006
10.038641,0.0327,-1.0025,0.0601,1.005
10.040818,0.0312,-1.0020,0.0620,1.004
10.042623,0.0297,-1.0039,0.0664,1.007
10.046621,0.0278,-1.0044,0.0703,1.007
10.047206,0.0239,-1.0049,0.0693,1.008
10.050603,0.0224,-1.0039,0.0669,1.006
10.052452,0.0234,-1.0045,0.0635,1.007
10.055533,0.0230,-1.0055,0.0635,1.008
10.057829,0.0244,-1.0040,0.0620,1.006
10.059289,0.0254,-1.0035,0.0601,1.006
10.062793,0.0308,-1.0045,0.0552,1.006
10.064922,0.0356,-1.0025,0.0533,1.005
10.066604,0.0396,-1.0030,0.0509,1.005
10.069611,0.0439,-1.0025,0.0490,1.005
10.071117,0.0473,-1.0020,0.0499,1.004
10.073654,0.0507,-1.0010,0.0485,1.003
10.076604,0.0537,-1.0006,0.0451,1.003
10.080186,0.0547,-1.0011,0.0417,1.003
10.080723,0.0557,-1.0011,0.0397,1.003
10.083949,0.0585,-1.0021,0.0427,1.005
10.085374,0.0610,-0.9986,0.0427,1.001
10.089443,0.0615,-0.9981,0.0436,1.001
10.091171,0.0644,-0.9977,0.0441,1.001
10.092660,0.0654,-0.9981,0.0427,1.001
10.096096,0.0673,-0.9977,0.0383,1.001
10.097337,0.0698,-0.9957,0.0353,0.999
10.100194,0.0707,-0.9953,0.0300,0.998
10.103761,0.0747,-0.9967,0.0286,1.000
10.104415,0.0751,-0.9958,0.0271,0.999
10.107045,0.0776,-0.9948,0.0256,0.998
10.110212,0.0776,-0.9938,0.0242,0.997
10.113811,0.0767,-0.9928,0.0236,0.996
10.114216,0.0771,-0.9914,0.0241,0.995
10.117675,0.0771,-0.9919,0.0241,0.995
10.118894,0.0752,-0.9919,0.0241,0.995
10.122455,0.0713,-0.9909,0.0246,0.994
10.130384,0.0679,-0.9914,0.0265,0.994
10.131078,0.0654,-0.9934,0.0231,0.996
10.131402,0.0615,-0.9909,0.0231,0.993
10.131550,0.0576,-0.9914,0.0265,0.993
10.134159,0.0508,-0.9928,0.0347,0.995
10.135726,0.0400,-0.9903,0.0493,0.992
10.138759,0.0464,-0.9938,0.0342,0.995
10.140849,0.0524,-0.9978,0.0153,0.999
10.145857,0.0499,-0.9973,0.0157,0.999
10.146186,0.0441,-0.9944,0.0245,0.996
10.148840,0.0347,-0.9923,0.0361,0.994
10.150288,0.0283,-0.9894,0.0449,0.991
10.153376,0.0259,-0.9894,0.0493,0.991
10.154470,0.0210,-0.9904,0.0507,0.992
10.156961,0.0186,-0.9952,0.0502,0.997
10.160974,0.0181,-0.9967,0.0493,0.998
10.161675,0.0195,-0.9991,0.0478,1.000
10.164864,0.0201,-1.0006,0.0483,1.002
10.166420,0.0225,-0.9996,0.0508,1.001
10.169700,0.0234,-0.9977,0.0561,1.000
10.171556,0.0268,-0.9996,0.0610,1.002
10.174026,0.0288,-0.9956,0.0645,0.998
10.175784,0.0326,-0.9976,0.0669,1.000
10.179915,0.0370,-0.9981,0.0670,1.001
10.180620,0.0419,-1.0000,0.0655,1.003
10.184550,0.0497,-0.9981,0.0636,1.001
10.185511,0.0555,-0.9990,0.0621,1.002
10.189190,0.0579,-0.9985,0.0612,1.002
10.191041,0.0599,-0.9966,0.0588,1.000
10.193006,0.0614,-0.9971,0.0578,1.001
10.196750,0.0624,-0.9966,0.0568,1.000
10.197479,0.0653,-0.9942,0.0568,0.998
10.200067,0.0667,-0.9947,0.0544,0.998
10.203414,0.0692,-0.9922,0.0505,0.996
10.204244,0.0682,-0.9923,0.0476,0.996
10.207576,0.0702,-0.9898,0.0422,0.993
10.209215,0.0727,-0.9904,0.0334,0.994
10.213208,0.0742,-0.9884,0.0295,0.992
10.214004,0.0751,-0.9875,0.0261,0.991
10.217047,0.0747,-0.9875,0.0231,0.991
10.218873,0.0781,-0.9875,0.0226,0.991
10.222126,0.0790,-0.9870,0.0222,0.990
10.229975,0.0762,-0.9861,0.0217,0.989
10.230600,0.0747,-0.9861,0.0251,0.989
10.230768,0.0727,-0.9861,0.0255,0.989
10.230911,0.0722,-0.9851,0.0289,0.988
10.234018,0.0722,-0.9870,0.0319,0.990
10.235651,0.0707,-0.9889,0.0328,0.992
10.239012,0.0698,-0.9904,0.0343,0.993
10.240888,0.0678,-0.9909,0.0343,0.994
10.244469,0.0664,-0.9928,0.0333,0.996
10.245110,0.0659,-0.9909,0.0328,0.994
10.248218,0.0669,-0.9923,0.0289,0.995
10.249658,0.0645,-0.9914,0.0270,0.994
10.252354,0.0625,-0.9914,0.0280,0.994
10.255951,0.0615,-0.9923,0.0260,0.995
10.257542,0.0606,-0.9933,0.0260,0.996
10.259362,0.0596,-0.9933,0.0299,0.996
10.262735,0.0562,-0.9933,0.0294,0.995
10.263958,0.0552,-0.9938,0.0333,0.996
10.267213,0.0537,-0.9923,0.0377,0.995
10.268759,0.0518,-0.9928,0.0387,0.995
10.272166,0.0518,-0.9942,0.0411,0.996
10.273938,0.0507,-0.9957,0.0431,0.998
10.276024,0.0497,-0.9962,0.0431,0.998
10.279643,0.0483,-0.9986,0.0441,1.001
10.280733,0.0488,-1.0001,0.0436,1.002
10.284987,0.0488,-1.0021,0.0411,1.004
10.285347,0.0464,-0.9996,0.0402,1.001
10.289208,0.0469,-0.9986,0.0397,1.001
10.291120,0.0474,-0.9986,0.0402,1.001
10.292745,0.0474,-0.9972,0.0387,0.999
10.296959,0.0498,-0.9967,0.0397,0.999
10.297313,0.0508,-0.9977,0.0411,1.000
10.300172,0.0527,-0.9977,0.0411,1.000
10.303218,0.0551,-1.0001,0.0422,1.003
10.312309,0.0561,-1.0006,0.0422,1.003
10.312864,0.0571,-1.0001,0.0432,1.003
10.313045,0.0595,-1.0001,0.0451,1.003
10.313198,0.0615,-1.0010,0.0476,1.004
10.314178,0.0638,-1.0000,0.0510,1.003
10.317658,0.0643,-1.0015,0.0520,1.005
10.318941,0.0672,-1.0005,0.0554,1.004
10.322721,0.0697,-1.0000,0.0520,1.004
10.323517,0.0701,-1.0010,0.0540,1.005
10.327126,0.0741,-1.0025,0.0506,1.007
10.328492,0.0770,-1.0040,0.0457,1.008
10.331631,0.0761,-1.0035,0.0418,1.007
10.334409,0.0742,-1.0016,0.0369,1.005
10.335502,0.0722,-1.0021,0.0344,1.005
10.339126,0.0703,-1.0011,0.0320,1.004
10.341069,0.0689,-1.0006,0.0319,1.003
10.344570,0.0674,-1.0006,0.0324,1.003
10.344967,0.0668,-0.9991,0.0339,1.002
10.348956,0.0649,-1.0001,0.0349,1.003
10.349874,0.0639,-0.9977,0.0383,1.000
10.353644,0.0615,-0.9996,0.0339,1.002
10.354417,0.0591,-0.9996,0.0333,1.002
10.358848,0.0571,-1.0021,0.0324,1.004
10.359473,0.0547,-1.0011,0.0314,1.003
10.363795,0.0527,-1.0011,0.0324,1.003
10.364171,0.0513,-1.0021,0.0324,1.004
10.368450,0.0518,-1.0016,0.0324,1.003
10.368805,0.0504,-1.0026,0.0328,1.004
10.372005,0.0503,-1.0041,0.0358,1.006
10.374063,0.0503,-1.0041,0.0358,1.006
10.377689,0.0503,-1.0036,0.0363,1.005
10.378613,0.0483,-1.0046,0.0373,1.006
10.381635,0.0493,-1.0070,0.0388,1.009
10.383235,0.0498,-1.0041,0.0373,1.006
10.386902,0.0493,-1.0050,0.0373,1.007
10.389193,0.0483,-1.0046,0.0402,1.007
10.390832,0.0488,-1.0046,0.0407,1.007
10.394206,0.0483,-1.0050,0.0427,1.007
10.395137,0.0479,-1.0046,0.0427,1.007
10.398767,0.0479,-1.0050,0.0446,1.007
10.400386,0.0479,-1.0046,0.0432,1.007
10.403286,0.0488,-1.0060,0.0432,1.008
10.405832,0.0513,-1.0075,0.0412,1.010
10.406959,0.0513,-1.0055,0.0422,1.008
10.411154,0.0532,-1.0065,0.0436,1.009
10.411835,0.0556,-1.0055,0.0432,1.008
10.415214,0.0557,-1.0060,0.0418,1.008
10.416522,0.0571,-1.0050,0.0418,1.007
10.419835,0.0581,-1.0060,0.0413,1.008
10.422195,0.0600,-1.0050,0.0418,1.008
10.424209,0.0610,-1.0045,0.0418,1.007
10.427203,0.0634,-1.0030,0.0418,1.006
10.428318,0.0620,-1.0026,0.0383,1.005
10.431650,0.0625,-1.0031,0.0349,1.006
10.434695,0.0635,-1.0026,0.0314,1.005
10.435574,0.0635,-1.0011,0.0290,1.004
10.444940,0.0640,-1.0011,0.0290,1.004
10.445543,0.0640,-1.0011,0.0266,1.004
10.445699,0.0630,-1.0011,0.0290,1.004
10.445827,0.0635,-1.0027,0.0275,1.005
10.448217,0.0654,-1.0011,0.0324,1.004
10.451008,0.0664,-1.0021,0.0364,1.005
10.453688,0.0659,-1.0021,0.0353,1.005
10.455885,0.0649,-1.0011,0.0364,1.004
10.459149,0.0654,-1.0031,0.0353,1.006
10.459523,0.0635,-1.0016,0.0344,1.004
10.463635,0.0635,-1.0036,0.0324,1.006
10.464140,0.0620,-1.0016,0.0334,1.004
10.468082,0.0620,-1.0031,0.0353,1.006
10.469528,0.0615,-1.0021,0.0334,1.004
10.472714,0.0639,-1.0021,0.0369,1.005
10.475021,0.0610,-1.0026,0.0374,1.005
10.476944,0.0615,-1.0006,0.0383,1.003
10.478503,0.0605,-0.9991,0.0402,1.002
10.481541,0.0595,-0.9981,0.0397,1.001
